0,124,301
0,125,302
0,125,303
0,126,301
0,127,301
0,128,301
1,129,304
2,129,304
3,129,304
4,129,304
5,129,304
6,129,304
7,129,304
1,130,305
8,130,305
9,130,305
10,130,305
11,130,305
12,130,305
13,130,305
14,130,305
6,130,305
15,130,305
16,130,305
17,130,305
18,130,305
19,130,305
20,130,305
1,125,306
21,125,306
13,125,306
1,131,307
22,131,307
23,131,307
10,131,307
24,131,307
25,131,307
26,131,307
2,131,307
27,131,307
28,131,307
11,131,307
13,131,307
4,131,307
29,131,307
14,131,307
7,131,307
30,131,307
15,131,307
31,131,307
32,131,307
33,131,307
34,131,307
35,131,307
1,131,308
2,131,308
36,131,308
27,131,308
11,131,308
12,131,308
13,131,308
3,131,308
4,131,308
14,131,308
7,131,308
37,131,308
15,131,308
35,131,308
1,132,309
1,133,306
21,133,306
13,133,306
38,133,306
39,133,306
1,133,310
2,133,310
11,133,310
13,133,310
3,133,310
4,133,310
5,133,310
14,133,310
6,133,310
7,133,310
15,133,310
16,133,310
18,133,310
1,134,304
2,134,304
3,134,304
4,134,304
6,134,304
30,134,304
15,134,304
1,134,308
2,134,308
11,134,308
12,134,308
13,134,308
3,134,308
4,134,308
14,134,308
6,134,308
37,134,308
40,134,308
15,134,308
41,134,308
1,135,308
2,135,308
12,135,308
13,135,308
14,135,308
6,135,308
18,135,308
41,135,308
42,135,308
43,135,308
1,136,309
44,136,309
20,136,309
1,136,307
23,136,307
45,136,307
24,136,307
25,136,307
26,136,307
46,136,307
2,136,307
27,136,307
28,136,307
11,136,307
13,136,307
4,136,307
5,136,307
29,136,307
14,136,307
6,136,307
7,136,307
30,136,307
15,136,307
20,136,307
35,136,307
47,136,307
1,136,311
8,136,311
9,136,311
2,136,311
27,136,311
11,136,311
13,136,311
4,136,311
5,136,311
14,136,311
6,136,311
7,136,311
15,136,311
16,136,311
19,136,311
48,136,311
20,136,311
47,136,311
49,136,311
1,137,312
9,137,312
11,137,312
13,137,312
4,137,312
6,137,312
7,137,312
15,137,312
20,137,312
1,137,306
21,137,306
13,137,306
38,137,306
20,137,306
1,137,308
2,137,308
36,137,308
27,137,308
11,137,308
12,137,308
13,137,308
3,137,308
4,137,308
14,137,308
6,137,308
7,137,308
37,137,308
15,137,308
20,137,308
35,137,308
41,137,308
42,137,308
1,138,309
1,138,305
9,138,305
4,138,305
5,138,305
7,138,305
15,138,305
1,138,311
9,138,311
27,138,311
4,138,311
5,138,311
7,138,311
15,138,311
1,139,304
3,139,304
35,139,304
1,139,313
3,139,313
14,139,313
1,139,311
8,139,311
9,139,311
27,139,311
14,139,311
1,140,304
7,140,304
30,140,304
15,140,304
35,140,304
1,141,314
9,141,314
11,141,314
4,141,314
5,141,314
14,141,314
6,141,314
15,141,314
18,141,314
1,142,309
1,143,313
2,143,313
3,143,313
4,143,313
14,143,313
7,143,313
15,143,313
1,144,310
13,144,310
6,144,310
15,144,310
1,145,307
22,145,307
25,145,307
29,145,307
31,145,307
1,146,304
2,146,304
3,146,304
4,146,304
5,146,304
6,146,304
7,146,304
30,146,304
15,146,304
35,146,304
1,147,307
25,147,307
35,147,307
1,148,305
4,148,305
6,148,305
1,149,304
2,149,304
3,149,304
4,149,304
7,149,304
30,149,304
15,149,304
35,149,304
1,149,313
2,149,313
3,149,313
4,149,313
14,149,313
7,149,313
15,149,313
1,149,308
2,149,308
3,149,308
4,149,308
14,149,308
7,149,308
37,149,308
15,149,308
20,149,308
35,149,308
42,149,308
1,150,305
8,150,305
9,150,305
10,150,305
14,150,305
7,150,305
15,150,305
50,151,315
50,152,315
50,153,315
50,154,315
50,155,315
51,125,316
52,125,316
53,125,316
54,125,316
22,156,317
22,125,317
22,125,318
22,131,317
22,157,318
22,158,317
22,159,317
22,160,317
22,161,317
22,162,317
